SampleType,Lake,YearSampled,DateSampled,StationName,Species,Length,Mass,Month,Year,Site
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,82,6.79,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,113,17.13,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,112,17.16,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,103,13.19,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,106,11.17,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,52,1.47,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,49,1.29,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,55,1.84,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,54,1.65,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,35,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,41,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,41,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,105,15.1,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,88,7.75,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,37,0.56,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,0.67,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,0.89,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.75,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,0.43,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,41,0.73,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.81,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,49,1.15,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,49,1.26,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,0.93,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.73,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,46,1.15,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,0.65,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.7,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.72,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,0.73,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.87,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,1.3,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.79,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,39,0.66,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,89,8.35,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,43,0.82,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,48,1.12,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.77,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,39,0.56,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.62,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,0.62,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,36,0.4,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,110,15.93,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,0.87,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,0.95,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,46,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,46,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,39,0.51,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,110,16.48,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,51,1.41,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,55,1.92,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,63,3.15,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,39,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,54,1.75,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,64,2.64,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,52,1.45,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,1.12,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,43,1.83,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,48,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,49,1.93,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,0.68,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,110,19.09,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,57,2.02,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,1.23,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,48,1.11,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,53,1.58,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,41,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,102,12.7,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,100,10.4,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,93,8.44,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.89,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,0.83,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,109,14.99,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,48,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,90,8.99,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,52,1.62,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,93,8.33,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,95,8.06,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,137,31.19,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,111,15.96,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,44,0.82,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,125,25,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,48,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,46,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,116,18.14,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,107,14.76,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,53,1.91,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,124,25.49,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,95,12.11,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,48,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,44,0.83,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,46,1.28,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,48,1.07,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,1.01,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,48,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,58,1.96,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,44,0.96,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,1.28,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,115,18.01,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,97,10.75,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,1.48,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,48,1.36,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.8,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,1.65,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,0.96,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,85,7.16,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,48,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,57,2.12,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,92,9.52,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,95,11.21,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,95,10.74,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,85,7.59,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,49,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,80,6.57,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,0.9,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,65,1.73,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,52,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,80,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,58,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,1.23,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,1.12,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,52,1.35,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.84,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,57,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,54,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,54,1.63,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,1.89,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,43,1.86,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,1.55,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,43,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,58,1.9,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,94,10.7,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,0.57,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,108,13.76,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,1.17,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,108,15.17,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,0.97,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,0.73,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,53,1.84,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,1.41,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,44,0.95,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,72,4.62,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,60,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,0.94,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,1.19,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,55,1.78,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,44,0.96,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,55,1.72,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,0.7,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,43,0.8,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,1.32,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,1.2,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,61,2.36,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,42,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,46,0.99,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,43,0.8,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,54,1.75,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,60,2.25,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,51,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,50,1.28,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,119,20.35,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,115,17.3,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,116,18.02,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,118,19.63,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,113,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,126,23.01,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,107,14.46,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,47,NA,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,40,0.62,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,109,14.08,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,43,0.75,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,45,0.91,8,2007,Bear Creek
Stick Seine,Aleknagik,2007,2007-08-09T00:00:00Z,Bear Creek,Coho salmon,55,NA,8,2007,Bear Creek
